name,caption,sentiment,emotion,desire
Kids Playing With Grandpa At The Park,Two kids having fun and playing with their grandpa while out at the park together.,positive,happiness,family
Little boys using a magnifying glass in a park,Clever little boys learning about nature by using a magnifying glass in a park,positive,happiness,curiosity
Catching up on the latest news,Cropped shot of a handsome young man enjoying his coffee while reading the morning paper,neutral,neutral,none
Little boys on a tree,Happy little boys on a tree,positive,happiness,curiosity
Family sitting in the living on the floor,Hispanic Family together,positive,happiness,family
Learning a new skill,Two male friends fishing by the river,neutral,neutral,none
Studio portrait of blonde woman screaming,Studio portrait of blonde woman screaming,negative,fear,none
Seaside portrait of old man,Close up portrait of old man leaning against railings with an ocean backdrop,positive,happiness,none
"Young mother working at home, daughter is sitting on her","Young mother celebrating her baby boy's first birthday with her little daughter at home. Making small tarts and eating with fruits, sending birthday presents, singing birthday song, etc.",positive,happiness,family
Business people ignoring couple on bench,Business people ignoring couple on bench,negative,sad,romance
Father Carefully Showing Son How To Peel Fruit,Father is carefully showing his son how to peel fruit and chop vegetables at home in the kitchen.,neutral,neutral,family
Close-Up Of Couple Embracing By Jealous Woman Against White Background,Close-Up Of Couple Embracing By Jealous Woman Against White Background,negative,sad,romance
Close-up shot of a mother and daughter watching a scary movie on the tablet,Close-up shot of a mother and daughter watching a scary movie on the tablet They are sitting on the sofa with their faces covered with a blanket. Lifestyle Concept,negative,fear,curiosity
Mother and daughter playing in kitchen,"Young girl sitting on floor, mum gesturing and explaining, bonding, togetherness, development",neutral,neutral,family
So energic friends jumping at sunset,"Medium group of people feeling energic and carefree, jumping at sunset, defocused lights.silhouettes.",positive,happiness,social-contact
Laughing Couple Lying On Bed With Dog At Home,"Photo taken in Madrid, Spain",positive,happiness,romance
Woman addressing her team,Young woman sharing her views with team in office meeting. African businesswoman with digital tablet talking with colleagues sitting in front.,neutral,neutral,none
Family Does School Classes At Home and Online,"Mother instructs her children in their homeschool learning curriculum with handouts and the computer. Either a normal education routine, or a new way of doing things for those practicing social distancing during Covid-19 lockdown.",neutral,neutral,family
Angry woman and man with earphones,Angry woman and man with earphones,negative,sad,romance
Portrait Of Scared Young Woman Hiding Face Standing Against Black Background,Portrait Of Scared Young Woman Hiding Face Standing Against Black Background,negative,fear,none
Smiling woman with closed eyes lying on bed,Smiling woman with closed eyes lying on bed,neutral,neutral,none
Portrait of smiling African American woman,Portrait of smiling African American woman looking trow the window,positive,happiness,none
Wild Young Man,Wild Young Man,positive,happiness,none
Woman crying,Portrait of woman crying.,negative,sad,none
Portrait Of Young Woman Smiling Drinking Coffee,"Portrait of a young Asian woman with glasses, smiling while drinking coffee in her favorite cafe.",positive,happiness,none
Ecstatic baby girl crawling on grass outdoors in a back yard in summer,Beautiful innocent baby girl having fun playing in the back yard in summer on a sunny day.,positive,happiness,curiosity
Smiling woman using smartphone,Smiling woman using smartphone,positive,happiness,none
Co-workers playing table tennis at the office,Co-workers playing table tennis at the office,positive,happiness,social-contact
Woman walking dog at beach.,Running through the sand dunes.,neutral,neutral,none
Woman proposing to her female partner in a city square,Young woman proposes to her female partner on one knee on a warm summer evening in a city square.,positive,happiness,romance
Senior Black Couple on Tennis Court,Senior black couple together on the tennis court.,neutral,neutral,none
"Close-up of a scared man, Santiago, Chile","Close-up of a scared man, Santiago, Chile",negative,fear,none
"Woman juggling apples in the office, sitting with feet on desk","Woman juggling apples in the office, sitting with feet on desk",neutral,neutral,none
"Boy and girl swimming underwater, Exmouth, Western Australia, Australia","Boy and girl swimming underwater, Exmouth, Western Australia, Australia",positive,happiness,curiosity
Cheerful hispanic man looking at the camera,Portrait of a handsome man laughing and toothy smiling at the camera,positive,happiness,none
Mature man relaxing on leather chair in his living room,Mature man relaxing on leather chair in his living room,neutral,neutral,none
Young adult woman reading an ebook at a public park,Young adult woman reading an ebook at a public park,neutral,neutral,none
Cheerful mature businessman smiling in meeting,"Candid portrait of confident man in his 40s at conference table, business meeting, professional occupation, relaxation, enjoyment",neutral,neutral,none
Stay home during pandemic - dancing and physical activity,Stay home during pandemic,positive,happiness,none
Senior couple enjoy eating ice cream together,Senior couple enjoy eating ice cream together,positive,happiness,romance
Portrait Of Man Hugging A Pillow At Home,"Photo taken in Hà Noi, Vietnam",negative,sad,none
Father helping cheerful son wearing helmet for cycle. Excited little boy getting ready by wearing bike helmet to start cycling. Happy cute boy learn to ride a bike with his dad.,Father helping cheerful son wearing helmet for cycle. Excited little boy getting ready by wearing bike helmet to start cycling. Happy cute boy learn to ride a bike with his dad.,neutral,neutral,family
Thoughtful businesswoman by glass window,Thoughtful businesswoman standing by glass window in office,neutral,neutral,none
Family who make a pose,Family who make a pose,neutral,neutral,family
Afro teenager girls using smartphone at home,"Communication, Cyberbullying, Depression - Sadness, Despair, Distraught",negative,sad,none
Unhappy housewife sitting near the window,Thoughtful woman at home - copyspace,negative,sad,none
Portrait of confident woman with freckles standing against sky,Portrait of confident woman with freckles standing against sky,neutral,neutral,none
Carefree parents having fun with their kids on a field.,Young happy family talking while having fun in autumn day outdoors. Father is carrying son on shoulders while mother is piggybacking daughter. Copy space.,positive,happiness,family
Love will make you happier than you've ever been,Shot of an affectionate mature couple spending some quality time together,positive,happiness,romance
Man hiding behind plant in office looking through foliage,Man hiding behind plant in office looking through foliage,negative,fear,curiosity
Group of school friends outdoors,"Group of school friends outdoors. Okayama, Japan",positive,happiness,social-contact
Happy couple shaking hands with real estate agent in the office.,Happy real estate agent shaking hands with young couple after successful meeting in the office. The view is through glass.,positive,happiness,social-contact
Playful young family,Playful young family,positive,happiness,family
Violence,Fear,negative,fear,tranquility
Man meditating with his pet dog,Man meditating with his pet dog,neutral,neutral,none
We are destined for greatness,Portrait of a group of confident businesspeople standing together in an office,positive,happiness,social-contact
The guy lies on a sandy beach on a tropical island. Drone view,The guy lies on a sandy beach on a tropical island. Drone view,neutral,neutral,none
Young Woman Sitting On Sofa,"Photo taken in Indiana, United States",negative,sad,none
Problematic sport fans,Angry soccer fans of two rival teams fighting in sports bar,negative,anger,vengeance
Panic behing the stearing wheel,"Woman portrait grimacig. Indside the car , behing the steering wheel.",negative,fear,tranquility
Female nurse trying to vaccinate a terrified boy,Black Female nurse trying to vaccinate a terrified boy,negative,fear,none
Young woman lying in bed hiding behind teddy bear,Night portrait,negative,fear,none
Real happy young woman studio portrait looking up,Close-up portrait of confident beautiful young woman with happy and curious expression. Real people female is against gray background smiling and looking up. She has long brown hair. Horizontal studio photography from a DSLR camera. Sharp focus on eyes.,positive,happiness,curiosity
Audience at conference,Smiling young businessman at conference,neutral,neutral,none
Technology has become such a vital component to the medical field,Shot of a young female doctor using a digital tablet in a hospital,positive,happiness,none
"Hispanic boy hiking with grandfather, bird watching","An Hispanic 12 year old boy and his grandfather, a senior man in his 80s, hiking in a park, exploring nature. They are standing and looking out toward wetlands, a grassy area by water, enjoying the view. The grandfather is pointing out something to his grandson.",positive,happiness,curiosity
Summer's a time for adventure,Shot of a young couple using a mobile phone on a road trip,neutral,neutral,none
Grandfather Playing with Her Granddaughter at Home,My love Granddaughter,positive,happiness,family
Happy young woman riding electric scooter on a bridge,Happy young woman riding electric scooter on a bridge,positive,happiness,none
Carefree young woman leaning out of car window,Carefree young woman leaning out of car window,positive,happiness,none
Home budget planning,Young couple planning a home budget,positive,happiness,romance
Smiling woman feeding cotton candy to boyfriend while on date to amusement park,Smiling woman feeding cotton candy to boyfriend while on date to amusement park,positive,happiness,social-contact
Home sweet home,Young woman at home drinking red wine and using tablet,neutral,neutral,none
Mixed Martial Arts Fighter Shouting,Mixed Martial Arts Fighter Shouting,negative,anger,vengeance
Walking with my Grandmother,Happy mature woman smiles as she walks through the countryside with her granddaughter and her pet dog. They are walking through the hills out in the countryside.,neutral,neutral,none
Depressed female turning back to the kissing couple behind her,Beautiful sad woman looking at camera and sitting with her back turned on one happy couple. Selective focus on depressed woman.,negative,sad,romance
"Three cheerful female teenager friends with ice cream standing on the street, laughing.",Beautiful teenage girls having fun outdoors in town.,positive,happiness,social-contact
Overhead view of lesbian couple holding hands while relaxing in lounge chairs by hotel pool,Overhead view of lesbian couple holding hands while relaxing in lounge chairs by hotel pool,neutral,neutral,none
Photo of Asian woman jumping with smile in front of white wall,Photo of Asian woman jumping with smile in front of white wall.,positive,happiness,none
Shocked Mad Scientist,Mad scientist with glasses and frizzy hair is shocked and afraid of something out-of-frame. Black and white image.,negative,fear,none
Screaming man,Screaming man,negative,anger,none
"Austria, Vienna, three friends having fun in front of the parliament building","Austria, Vienna, three friends having fun in front of the parliament building",positive,happiness,social-contact
Senior couple on vacation,Romantic day for senior couple,positive,happiness,romance
Angry man waiting for meal,Angry man waiting for meal,negative,anger,none
Check out my high score!,Mother and daughter enjoying wireless technology,positive,happiness,family
Two cheerleaders in locker room fighting,Two cheerleaders in locker room fighting,negative,anger,vengeance
Man working from home late at night,Man working from home late at night,negative,sad,none
Woman dancing and listening music in the morning in her kitchen,Woman dancing and listening music in the morning in her kitchen,positive,happiness,none
Employee Photocopying Her Chest,Mischievous business woman photocopying her chest.,positive,happiness,curiosity
Fisherman staring at sea on the fishing boat deck,Fisherman staring at sea on the fishing boat deck,neutral,neutral,none
Her emotions are building up,Shot of a young businesswoman looking stressed out in an office,negative,sad,none
Dislike,Man expressing his dislike for something.,negative,disgust,none
Portrait of parents with baby,Portrait of parents with baby,neutral,neutral,family
Smiling mature couple affectionatley hugging each other outside,Portrait of a smiling mature couple standing affectionately in each other's arms in their backyard on a sunny day,positive,happiness,romance
Teacher and students in elementary school classroom,"An African-American teacher, a mature woman in her 40s, sitting in front of her class of elementary school students, 6 and 7 years old, reading a book. She has asked a question and all of the children are raising their hands. They are in first grade or second grade. The focus is on two of the girls.",neutral,neutral,none
Chinese man jumping for joy in the street,Happy Asian man jumping in the street in Taipei,positive,happiness,none
Mindfulness,Young couple standing on the jetty and watching sunrise.,neutral,neutral,none
Mother and daughter holding hands,Mother and daughter holding hands,neutral,neutral,family
"New Jersey, Couple sleeping together in bed at night","New Jersey, Couple sleeping together in bed at night",neutral,neutral,none
Man proposing marriage to young woman,Man proposing marriage to young woman,positive,happiness,romance
Worried young businesswoman at corridor office,Worried young businesswoman at corridor office,negative,sad,none
Young mom hiking with her son,Young woman hiking with her 4 month old son in a chest pack.,neutral,neutral,family
Selfie of parents with baby outside,Selfie of parents with baby outside,positive,happiness,family
Elderly couple sitting together on a pier,Elderly couple sitting together on a pier,positive,happiness,romance
Laughing businesswoman laying in an office on the floor between chairs,Laughing businesswoman laying in an office on the floor between chairs,positive,happiness,none
Business seminar,Businesswoman leading a training class for professionals,neutral,neutral,none
Mother and child getting money from a piggy bank,Mother and toddler girl getting money out of a piggy bank,neutral,neutral,family
Child playing with a doctor at home,Child playing with a doctor at home,positive,happiness,curiosity
Man in home lockdown at pandemic crisis,"Sad, lonely man in home lockdown at pandemic crisis standing by the window and looking outside. Coronavirus / Covid-19 pandemic.",negative,fear,curiosity
Couple after fight,"Sad girlfriend sitting on bed edge, holding her legs after fight",negative,sad,romance
Happy carefree couple on the beach,Happy carefree couple on the beach,positive,happiness,romance
"Young woman looking over divider in office, portrait","Young woman looking over divider in office, portrait",negative,fear,curiosity
Building a trusting relationship with his clients,Cropped shot of a young designer talking on a cellphone in an office,positive,happiness,none
Lost in their reading,Little boy and his father reading newspapers that cover their faces on the sofa at home,neutral,neutral,family
Beauty girl enjoying on the rain in nature,Little girl arms outstreched standing on the rain,positive,happiness,none
Lonely Man Leaning on a Fence,Lonely man and desolate urban environment,negative,sad,none
Caucasian woman walking dogs on dirt path,Caucasian woman walking dogs on dirt path,neutral,neutral,none
"Group of people wearing sunglasses, dancing happily","Group of people wearing sunglasses, dancing happily",positive,happiness,none
Businessman relaxing at desk in office,Businessman relaxing at desk in office,neutral,neutral,none
Male friends spending leisure time at yard,Full length of mature male friends spending leisure time at yard,neutral,neutral,none
Young woman reading from the computer and taking notes at her notebook,Young woman reading from the computer and taking notes at her notebook,neutral,neutral,none
Two senior black women exercising together,"Two senior African American women getting in shape together. They are jogging or power walking on a sidewalk in a residential neighborhood, talking.",neutral,neutral,none
Father teaching son to play baseball,Father teaching son to play baseball,positive,happiness,family
Children reading a book past their bedtime,"Two children are reading a book in bed under a sheet. Little boy is dressed as an adventurer, looking at the globe with a magnifying glass. They are hiding under a homemade playing tent, made of bedding. Next to him, the little girl is reading a story book with a flashlight in her hand.",positive,happiness,curiosity
Kid making funny faces outdoor in lush meadow.,Kid making funny faces outdoor in lush meadow.,positive,happiness,none
Let's Play!,Little girl holding the hand of the photographer that is out of focus in the foreground. From a personal perspective the little girl leads the photographer along the beach and looks back with a big smile. Only the girls face is in focus.,positive,happiness,none
Portrait of a happy african senior couple having breakfast,Portrait of a happy senior couple having breakfast,positive,happiness,romance
Mother and daughter using phablet together in domestic room.,Indoor image of happy mature Asian women using phablet with her teenage daughter in her domestic room. Two people selective focus and horizontal composition.,neutral,neutral,family
He loves dancing with his queen,Cropped shot of an affectionate young couple dancing together in their kitchen at home,positive,happiness,romance
She's a curious little girl,Cropped shot of a little girl on an outing to the aquariumhttp://195.154.178.81/DATA/i_collage/pi/shoots/783341.jpg,positive,happiness,curiosity
Teacher with a student at the library,Happy teacher with a little student at the library doing his homework - education concepts,positive,happiness,family
Senior woman having trouble learning to drive as man in passenger seat despairs,Senior woman having trouble learning to drive as man in passenger seat despairs,negative,fear,tranquility
"Woman sitting on ground in her new home, reading a book, surrounded by plants","Woman sitting on ground in her new home, reading a book, surrounded by plants",neutral,neutral,none
Ll always be here by your side,Shot of a young nurse caring for a senior woman,positive,happiness,social-contact
"Bride sitting on stone steps, looking towards ground","Bride sitting on stone steps, looking towards ground",negative,sad,none
Worm drink for cozy night,"Smiling mature women sitting on couch in living room and holding cup, christmas tree in background",positive,happiness,none
Adult woman and senior mother talking on front porch,Adult woman and senior mother talking on front porch,positive,happiness,family
Angry woman uses the smartphone,Studio shot of a young woman using a smartphone against a white background,negative,anger,none
Affectionate mother and son embracing at home.,"Happy mother embracing her small son at home, while boy is looking at camera.",positive,happiness,family
Young couple in the kitchen,Young couple eating together at home.They are using smart phones and checking their social media.,negative,sad,romance
Man running along the shoreline at sunrise,Ezra Bailey,neutral,neutral,none
Father giving piggyback to son in hospital.,Bearded father giving piggyback to son at children's hospital. Male nurse and ill boy are in corridor. They are enjoying at hospital.,positive,happiness,family
Disgusted young woman,"Portrait of disgusted young woman wearing striped top, looking at the camera. Studio shot, white background.",negative,disgust,none
Two sisters screaming at each other,Two sisters having a fight,negative,anger,vengeance
Young woman having video call on laptop computer at home,Young woman having video call on laptop computer at home,neutral,neutral,none
Mature woman floating in a lake with closed eyes,Mature woman floating in a lake with closed eyes,neutral,neutral,none
Excited friends playing video games,Excited friends playing video games at home,positive,happiness,social-contact
Boys playing in pillow fort,Boys playing in pillow fort,positive,happiness,curiosity
Aches in the Morning,Shot of a senior woman sitting on the side of her bed with her head down looking sad. She looks like she has just woken up as is dressed in nightwear.,negative,sad,none
"Woman holding pill, frowning at camera","Woman holding pill, frowning at camera",negative,disgust,none
Woman peeking through a cracked door,Woman peeking through a cracked door,negative,fear,curiosity
Female senior doctor welcoming / greeting mother and daughter at hospital,Female senior doctor welcoming / greeting mother and daughter at hospital,positive,happiness,social-contact
Our marriage is struggling,Cropped shot of a young couple ignoring each other after an argument at home,negative,sad,romance
Angry African American couple arguing during breakfast at home.,Angry African American woman arguing with her boyfriend during breakfast in the morning.,negative,anger,none
Ecstatic Young Female - Isolated,Full length of an ecstatic African American female in casual wear jumping with arms out. Vertical shot. Isolated on white.,positive,happiness,none
Young woman enjoying the car ride at sunset,Young girl is enjoying the car ride on the passenger's seat and looking at the sunset.,positive,happiness,none
Grandmother and granddaughter,Grandmother reading a book with grand daughter,neutral,neutral,family
"New Jersey, Man sleeping in bed","New Jersey, Man sleeping in bed",neutral,neutral,none
Father And Daughter In Kitchen At Home Making tortillas,Father And Daughter In Kitchen At Home Making tortillas,positive,happiness,curiosity
Young couple sitting on a sofa reacting to a horror film,Young couple sitting on a sofa looking scared and reacting to a horror film,negative,fear,curiosity
Mother and Daughter looking at autumn leaf,Mother and Daughter looking at autumn leaf,positive,happiness,curiosity
African American grandchild and grandfather read a book together at home,Adorable toddler with his grandfather relaxing at home reading a book together,neutral,neutral,family
Senior portrait with glasses in horror,Senior portrait with glasses in horror,negative,fear,none
Asian little girl playing with toy camera in the park,Asian little girl playing with toy camera in the park,positive,happiness,curiosity
Silhouette Man Proposing Woman While Holding Hand At Beach Against Sky During Sunset,Silhouette Man Proposing Woman While Holding Hand At Beach Against Sky During Sunset,positive,happiness,romance
Men arguing in bar,Group of men fighting in sports bar,negative,anger,vengeance
The ultimate expression of love,Shot of a young man proposing to his girlfriend at sunset,positive,happiness,romance
Young student runs to school,Happy Teen boy by red brick with backpack and headphone jumping and running to school,positive,happiness,none
Puppy turning away from girl's kisses,Puppy turning away from girl's kisses,positive,happiness,none
Washing hands,Mother and son have fun washing their hands,positive,happiness,family
Mother multi-tasking with infant daughter in home office,Mother multi-tasking with infant daughter in home office,neutral,neutral,family
Truck driver being attacked by a stranger.,Shocked and scared truck driver being attacked by a thief.,negative,fear,tranquility
Feuding Couple in the Bedroom,Feuding Couple in the Bedroom,negative,sad,none
The only thing we do is succeed,Studio portrait of a diverse group of businesspeople smiling while standing against a grey background,positive,happiness,social-contact
Businessman looking out of a window.,"Businessman looking out of a window, into a beautiful sunset.",neutral,neutral,none
Little girl in unicorn costume with mobile on couch,Little girl in unicorn costume relaxing with mobile on couch at home,neutral,neutral,none
Relaxed young woman lying on couch,Relaxed young woman lying on couch,neutral,neutral,none
Two senior men fishing on lake,Two senior men fishing in lake with one pointing at something interesting in water,neutral,neutral,none
"Wide-eyed, terrified young woman looks out through venetian blinds","Wide-eyed, terrified young woman looks out through venetian blinds",negative,fear,curiosity
Office workers jumping,Office workers jumping,positive,happiness,social-contact
Wake Up Early,Sleeping man disturbed by alarm clock early in the morning,neutral,neutral,none
Mother and daughter looking at broken chandelier,Mother and duaghter stand in dining room looking at chandelier that crashed onto table,negative,fear,curiosity
Mother is checking her son temperature,Photo of worried mother taking temperature of her little son who is lying in bed with fever. Mature brown hair mother checking the temperature of her ill 11 years old boy with thermometer on a couch in the living room at home. Sick boy with thermometer laying in bed and mother hand taking temperature. Mother checking temperature of her sick son who has thermometer. Sick child with fever and illness in bed.,neutral,neutral,family
Young overweight woman on her way to training,Young cute Caucasian overweight woman with protective face mask on her way to training in a public park.,neutral,neutral,none
Guests throwing rose petals on bride and groom,Guests throwing rose petals on bride and groom,positive,happiness,romance
Senior woman blowing confetti outdoors,Senior woman blowing confetti outdoors,positive,happiness,none
Boy with parents on a sailing trip pointing his finger,Boy with parents on a sailing trip pointing his finger,positive,happiness,family
Years-old teenager girl teaching her 9-years-old younger brother and 7-years-old sister how to working with a microscope and learning nature outdoors at the lakeshore in the sunny summer day.,Teenager girl and little boy using a microscope outdoor at the lakeshore.,positive,happiness,curiosity
Little explorers,Little boy and girl exploring the world,positive,happiness,curiosity
Nature is a teacher,Shot of an adorable little girl picking flowers in a garden,positive,happiness,curiosity
Roar,Young women Roaring.,negative,anger,vengeance
Lovely blonde teenage girl rolling her eyes upward.,Lovely blonde teenage girl rolling her eyes upward.,negative,disgust,none
Girl jumping in the air,Girl jumping in the air,positive,happiness,none
We are cute family,Family playing with new baby member in bed,positive,happiness,family
"Family of Hikers Resting at Shoreline of Alpine Lake, Canada","Canada. An extended, real family of hikers stops to explore a lake in a wilderness park. Seymour Provincial Park, North Vancouver, British Columbia, Canada.",neutral,neutral,family
Water Gun Fight,Girls gets shot by a water gun.,positive,happiness,social-contact
Portrait of a teenage boy frowning at Brussels sprouts on a fork,Portrait of a teenage boy frowning at Brussels sprouts on a fork,negative,disgust,none
Paying bills is easy when you're doing it online,Cropped shot of a young couple using a laptop while going over their finances at home,positive,happiness,romance
Angry Business Men Fight In Office,"Business meeting in the board room goes dreadfully wrong, as the works begin to argue and fight and attempt to choke one another. Vertical with copy space.",negative,anger,vengeance
Teenage girl with group of friends in restaurant,"Pretty teenage girl hanging out with friends at diner, focus on foreground. She is perhaps a bit jealous of the girl in the background. [url=file_closeup.php?id=14932424][img]file_thumbview_approve.php?size=1&id=14932424[/img][/url] [url=file_closeup.php?id=14932758][img]file_thumbview_approve.php?size=1&id=14932758[/img][/url] [url=file_closeup.php?id=14932654][img]file_thumbview_approve.php?size=1&id=14932654[/img][/url] [url=http://www.istockphoto.com/file_search.php?action=file&lightboxID=9519142] Click here to see more images of these teenagers[/url]",negative,sad,romance
Close up of woman grimacing,Close up of woman grimacing,negative,disgust,none
They have a special bond,Happy family portrait,positive,happiness,family
Woman walking dogs in an autumn woodland,Young woman walking her dogs in an autumn woodland.,neutral,neutral,none
Her boys fill her life with joy,Cropped shot of a young family spending time together outdoors,positive,happiness,family
Proud of my team's achievements,Cropped portrait of a group of diverse colleagues standing in their office against a digitally enhanced background,positive,happiness,social-contact
Online shopping,Smiling man lying on the couch and shopping online with credit card and laptop,positive,happiness,none
Three teenagers watching tv together and having fun,Thre friends teenagers watching tv,negative,fear,curiosity
Woman sitting in front of laptop with head in hands,Woman sitting in front of laptop with head in hands,negative,sad,none
Reading the Bible Together as a Family,Family of four are sitting on the couch together and are reading a Bible story.,neutral,neutral,family
Girl is looking beautiful reef aquarium,Girl is looking beautiful reef aquarium,positive,happiness,curiosity
Sad looking couple in a living-room,Sad looking couple in a living-room,negative,sad,romance
Portrait of a family,Portrait of a family,neutral,neutral,family
Excited young woman getting engaged,Young man proposing his girlfriend. Excited young woman getting engaged,positive,happiness,romance
Young couple take a summer stroll with their dog on a beautiful sunny day,Young couple take a summer stroll with their dog on a beautiful sunny day,neutral,neutral,none
Boy doing homework on laptop,"One man, young boy is tired of doing homework, sitting at the table, using laptop.",neutral,neutral,none
Hispanic couple using digital tablet in kitchen,Hispanic couple using digital tablet in kitchen,positive,happiness,romance
Sleeping,Woman sleeping in bed.,neutral,neutral,none
Happy businesswomen using digital tablet in office,Happy multi-ethnic businesswomen using digital tablet at desk in office,positive,happiness,social-contact
Portrait of depressed woman sitting alone on the bed in the bedroom and looking to mobile phone in her hand.,"Conceptual of bad condition of broken hearted, sadness, loneliness or depress woman.",negative,sad,none
Smiling colleagues working together at desk in office discussing papers,Smiling colleagues working together at desk in office discussing papers,neutral,neutral,none
Overhead view of group of friends enjoying buffet of food during party,Overhead view of group of friends enjoying buffet of food during party,positive,happiness,social-contact
Young women studying / working in home office,"Young women , revising , studying , working using books , writing and using the computer in home office",neutral,neutral,none
They keep each other going,Shot of a fit young couple going for a run outdoors,positive,happiness,romance
Family fishing in boat on lake,Family fishing in boat on lake,positive,happiness,family
Men fighting in sports pub,Group of men fighting in sports bar,negative,anger,vengeance
Young woman working at home,Young woman working at home,neutral,neutral,none
Female student reading book in a public library,Female student reading book in a public library,positive,happiness,curiosity
Smiling redheaded woman having a coffee break on rooftop terrace,Smiling redheaded woman having a coffee break on rooftop terrace,positive,happiness,none
Self portrait of playful smiling young woman,Teen smiling model brushing hand through her hair,positive,happiness,none
Kids hidden under the bed with fear and crying,Two kids are hiding under the bed with fear while the brother mute his sister with his hand,negative,fear,tranquility
Overhead Waist Up Shot of a Pretty Blonde Woman in Blue Pyjamas Sleeping on a King Size Bed,Beautiful happy Caucasian woman in blue pyjamas sleeping on a king-size bed.,neutral,neutral,none
Young businesswoman pulls away from unwelcome touch by mature businessman,Young businesswoman pulls away from unwelcome touch by mature businessman,negative,fear,tranquility
Portrait of woman during sunbath in winter,Portrait of woman during sunbath in winter,neutral,neutral,none
Little boy reading book in bed,Little boy reading book in bed,positive,happiness,curiosity
Mature couple playing on the beach at sunset or sunrise.,"Mature couple playing on the beach at sunset or sunrise. They are having fun, laughing and smiling. The man has grey hair. He is giving his wife a piggyback. Ocean in the background. Back lit with lens flare.",positive,happiness,romance
Family fishing in lake,Family fishing in lake,neutral,neutral,family
Happy girls going to a concert in Milano,Happy girls going to a concert in Milano,positive,happiness,social-contact
Father and daughter with down syndrome,Father playing with daughter who has down syndrome. Using digital tablet.,positive,happiness,family
Portrait of a senior man,Portrait of a senior man,negative,sad,none
"In Flagranti, Greedy Thief with Bad Luck",Greasy old thief counting the stolen dollars with a greedy smile. Bad luck. The surprised witch is already sneaking towards him with a scythe. Satire Dark Age Scene.,negative,anger,vengeance
Woman in shopping mall,Young woman in the shopping mall,positive,happiness,none
Meditation.,Handsome young man meditating in the living room,neutral,neutral,none
Carefree young woman looking out of sunroof of a car,Carefree young woman looking out of sunroof of a car,positive,happiness,none
Afraid Office Worker of the Past,"Terrified man and office in 1980's - 1990's style, complete with vintage computer and technology of the time, hides behind his chair at his desk with a look of fear on his face at some crisis or disaster occurring at work. Wood paneling on the wall in the background. Horizontal with copy space.",negative,fear,curiosity
Cheerful mid adult woman smiling at business meeting,"Businesswoman smiling at meeting table, listening, learning, success, happiness",positive,happiness,none
Surprised Boy looking out of the window in winter,Surprised Boy looking out of the window in winter,positive,happiness,curiosity
Portrait of happy woman in the park,Portrait of happy woman in the park,positive,happiness,none
Confident asian businesswoman in office,Portrait of young businesswoman standing in office with a digital tablet. Confident asian businesswoman in office.,positive,happiness,none
The birds revisited; flock of seagulls flying over scared woman.,"Hitchcock inspired; ""The Birds"" revisited. Flock of seabirds flying over scared young woman. Motion blur, focus on the face.",negative,fear,tranquility
Portrait of young woman holding smart phone and laughing,Portrait of a young and happy woman wearing a hoodie and holding a smart phone while laughing.,positive,happiness,none
Exploring the world upside down,"Young boy looking at the world, while using his hands as binoculars. Mother holding her son upside down.",positive,happiness,curiosity
Texting,Teen using a phone,positive,happiness,none
Relaxed mother and daughter exercising Yoga in the morning at home.,Mother and little girl taking care of their bodies in the morning while doing Yoga meditation exercises at home. Their hair is wrapped in towels while cucumber is on her eyes.,neutral,neutral,family
Young woman hanging out car window,Young woman hanging out car window,positive,happiness,none
Kids kissing mother in the beach at dusk,"Asian mother, son and daughter playing in the beach in Okinawa at sunset.",positive,happiness,family
Celebrating Their Wedding With Style,Pretty Young Married Couple Throwing Confetti Smiling And Cheering To Their Marriage,positive,happiness,romance
Group of business people concentrate during training class,Group of business people sit in a row in a training class. They look at an unseen speaker as they concentrate on his lecture.,neutral,neutral,none
Father checking daughter's forehead for fever,Father checking daughter's forehead for fever,neutral,neutral,family
She won't even talk to me,Shot of a young couple having an argument while sitting on the couch at home,negative,anger,none
"Four year old boy wearing a cosmonaut helmet, reading a book at home","Four year old boy wearing a cosmonaut helmet, reading a book at home",neutral,neutral,none
"Grandmother, Granddaughter and mother cooking in kitchen","Grandmother, Granddaughter and mother cooking in kitchen",neutral,neutral,family
Mature couple sleeping.,Closeup of mid 60's couple sleeping late in the morning in an already brightly lit bedroom.,neutral,neutral,none
Grandfather and Grandson Fishing At Sunset in Summer,"Grandfather is teaching his grandson to fish during sunset in summer. They are both sitting on the dock and laughing. It is a beautiful summer day. Across the lake, there is a mountain.",positive,happiness,family
"Man standing behind couple hugging, portrait, b&w","Man standing behind couple hugging, portrait, b&w",negative,sad,romance
Excited little girl and her dad coloring together,Cute little girl with Down Syndrome smiles with excitement while coloring with her dad at home.,positive,happiness,family
Nothing says capability like confidence,Studio shot of a group of businesspeople standing in line against a grey background,positive,happiness,social-contact
Portrait of a man making a fist.,"Angry man making a fist, showing teeth.",negative,disgust,none
Close-up of a teenage boy frowning at a sushi roll on chopsticks,Close-up of a teenage boy frowning at a sushi roll on chopsticks,negative,disgust,none
They're too entertained to sleep,Shot of two adorable little siblings using a digital tablet together in bed at night,positive,happiness,curiosity
Budgeting is a breeze when it's done together,Shot of a young couple using a laptop and going through paperwork at home,positive,happiness,romance
Affectionate Mother,Happy mother kisses her baby's feet while she is lying down. The baby is looking up at her wearing a white baby grow.,positive,happiness,family
